company,year,e,v,e.,e..,s.,s..,i,r,p.,s,y
mdlz,2011,35942,0.03756269,0.383874942,,0.152323808,-5,0.015,0.0018,0.027089,34,0.127932469
mdlz,2010,25972,0.078021619,,,-0.953348742,-0.296766264,0.0272,0.0016,-0.025999,30,0.152323808
mdlz,2009,15897,0.100840651,,,0.254733663,17,0.0009,0.0192,0.001222,26,-0.953348742
nflx,2021,11065,0.148885763,0.457455216,0.018532884,0.362231859,-0.97804997,0.0136,0.0036,-0.034046,558,0.254733663
nflx,2020,7592,0.113548155,0.449131514,-0.029095304,0.0205671,0.512657264,0.0229,0.0216,0.022889,445,0.362231859
nflx,2019,5239,0.1529363,0.462590731,0.374438093,0.936996427,5,0.0191,0.0179,0.029189,326,0.0205671
nflx,2018,3582,0.129497937,0.336567164,0.63717463,0.619437363,-0.843068849,0.0211,0.01,0.022557,320,0.936996427
nflx,2017,2680,0.115764261,0.205578048,0.043055832,0.096903947,-0.036674617,0.0207,0.0039,0.016675,165,0.619437363
nflx,2016,2223,0.239553911,0.197092084,-0.497283289,0.617493382,-0.672351631,0.0073,0.0013,0.027064,102,0.096903947
nflx,2015,1857,0.123574558,0.392053973,-0.490329835,0.641001881,-4,0.0076,0.0009,0.022878,93,0.617493382
nflx,2014,1334,0.302008673,0.769230769,3,2,-2,0.015,0.0011,0.018419,57,0.641001881
nflx,2013,754,0.254529868,0.176287051,-0.85434973,-0.570296013,-0.62343707,0.0174,0.0014,0.022807,35,2
nflx,2012,641,0.360018842,1,,0.633134897,-3,0.0296,0.001,0.015499,12,-0.570296013
nflx,2011,290,0.360804245,0.457286432,,2,-3,0.015,0.0018,0.027089,28,0.633134897
nflx,2010,199,0.1683722,,,-0.966159318,2,0.0272,0.0016,-0.025999,17,2
nflx,2009,13333,0.045518655,,,0.409857189,0.362106022,0.0009,0.0192,0.001222,6,-0.966159318
txn,2021,9187,0.134122376,0.031435949,-4,0.133184279,-0.597864254,0.0136,0.0036,-0.034046,186,0.409857189
txn,2020,8907,0.078817172,-0.009673115,-0.925546542,0.097778203,-0.286361369,0.0229,0.0216,0.022889,132,0.133184279
txn,2019,8994,0.066963428,-0.129921641,13,0.243147255,0.894279272,0.0191,0.0179,0.029189,116,0.097778203
txn,2018,10337,0.105254433,-0.009106595,-1,0.340714816,0.290526079,0.0211,0.01,0.022557,106,0.243147255
txn,2017,10432,0.119147368,0.048863865,-2,0.179865145,-0.407636682,0.0207,0.0039,0.016675,85,0.340714816
txn,2016,9946,0.068558985,-0.042733397,0.107481599,0.139373507,-0.134600899,0.0073,0.0013,0.027064,64,0.179865145
txn,2015,10390,0.068288094,-0.038586102,2,0.235283824,-7,0.0076,0.0009,0.022878,54,0.139373507
txn,2014,10807,0.08530966,-0.014049813,-18,0.271878979,-1,0.015,0.0011,0.018419,47,0.235283824
txn,2013,10961,0.070874217,0.000821768,-0.98334604,-0.043398298,-0.265438114,0.0174,0.0014,0.022807,38,0.271878979
txn,2012,10952,0.099648122,0.049343681,,0.198654626,,0.0296,0.001,0.015499,30,-0.043398298
txn,2011,10437,0.108614122,0.073544538,,0.270439605,,0.015,0.0018,0.027089,32,0.198654626
txn,2010,9722,0.188404514,,,,,0.0272,0.0016,-0.025999,26,0.270439605
txn,2009,0,0,,,,,0.0009,0.0192,0.001222,21,
